MSN,state,Year,data
NGRCB,ID,1968,6696

NGRCB,ID,1969,7141

NGRCB,ID,1970,8181

NGRCB,ID,1971,8971

NGRCB,ID,1972,11551

NGRCB,ID,1973,10524

NGRCB,ID,1974,10057

NGRCB,ID,1975,14864

NGRCB,ID,1976,13225

NGRCB,ID,1977,12478

NGRCB,ID,1978,8217

NGRCB,ID,1979,9165

NGRCB,ID,1980,7779

NGRCB,ID,1981,7181

NGRCB,ID,1982,7355

NGRCB,ID,1983,6816

NGRCB,ID,1984,7669

NGRCB,ID,1985,8139

NGRCB,ID,1986,7436

NGRCB,ID,1987,7126

NGRCB,ID,1988,7837

NGRCB,ID,1989,9020

NGRCB,ID,1990,8808

NGRCB,ID,1991,10560

NGRCB,ID,1992,9949

NGRCB,ID,1993,13035

NGRCB,ID,1994,12752

NGRCB,ID,1995,13393

NGRCB,ID,1996,15389

NGRCB,ID,1997,15710

NGRCB,ID,1998,16614

NGRCB,ID,1999,18588

NGRCB,ID,2000,19602

NGRCB,ID,2001,19453

NGRCB,ID,2002,21010

NGRCB,ID,2003,19526

NGRCB,ID,2004,21530

NGRCB,ID,2005,22745

NGRCB,ID,2006,23494

NGRCB,ID,2007,23977

NGRCB,ID,2008,28197

NGRCB,ID,2009,26127

NGRCB,ID,2010,24496

NGRCB,ID,2011,27137

NGRCB,ID,2012,24296

NGRCB,ID,2013,28067

NGRCB,ID,2014,25056

NGRCB,ID,2015,24329

NGRCB,ID,2016,26004

NGRCB,ID,2017,30119

NGRCB,ID,2018,28607

NGRCB,ID,2019,31834

NGRCB,IL,1960,240242

NGRCB,IL,1961,260546

NGRCB,IL,1962,286316

NGRCB,IL,1963,296210

NGRCB,IL,1964,324378

NGRCB,IL,1965,351902

NGRCB,IL,1966,365965

NGRCB,IL,1967,394892

NGRCB,IL,1968,405272

NGRCB,IL,1969,448389

NGRCB,IL,1970,450131

NGRCB,IL,1971,474210

NGRCB,IL,1972,499948

NGRCB,IL,1973,455926

NGRCB,IL,1974,472241

NGRCB,IL,1975,490998

NGRCB,IL,1976,520593

NGRCB,IL,1977,534532

NGRCB,IL,1978,529952

NGRCB,IL,1979,507711

NGRCB,IL,1980,488997

NGRCB,IL,1981,476727

NGRCB,IL,1982,468651

NGRCB,IL,1983,448325

NGRCB,IL,1984,498779

NGRCB,IL,1985,464465

NGRCB,IL,1986,446247

NGRCB,IL,1987,413977

NGRCB,IL,1988,470652

NGRCB,IL,1989,510979

NGRCB,IL,1990,451886

NGRCB,IL,1991,475833

NGRCB,IL,1992,483903

NGRCB,IL,1993,505733

NGRCB,IL,1994,483714

NGRCB,IL,1995,510877

NGRCB,IL,1996,548974

NGRCB,IL,1997,507791

NGRCB,IL,1998,418897

NGRCB,IL,1999,455021

NGRCB,IL,2000,477379

NGRCB,IL,2001,435642

NGRCB,IL,2002,465427

NGRCB,IL,2003,480558

NGRCB,IL,2004,449459

NGRCB,IL,2005,443991

NGRCB,IL,2006,404471

NGRCB,IL,2007,439314

NGRCB,IL,2008,472366

NGRCB,IL,2009,445693

NGRCB,IL,2010,419761

NGRCB,IL,2011,422588

NGRCB,IL,2012,364839

NGRCB,IL,2013,459893

NGRCB,IL,2014,490661

NGRCB,IL,2015,412894

NGRCB,IL,2016,399189

NGRCB,IL,2017,388810

NGRCB,IL,2018,451040

NGRCB,IL,2019,452296

NGRCB,IN,1960,78663

NGRCB,IN,1961,87512

NGRCB,IN,1962,98370

NGRCB,IN,1963,98957

NGRCB,IN,1964,108011

NGRCB,IN,1965,114243

NGRCB,IN,1966,122454

NGRCB,IN,1967,139519

NGRCB,IN,1968,146101

NGRCB,IN,1969,156856

NGRCB,IN,1970,159651

NGRCB,IN,1971,163723

NGRCB,IN,1972,170217

NGRCB,IN,1973,154709

NGRCB,IN,1974,157630

NGRCB,IN,1975,161190

NGRCB,IN,1976,151316

NGRCB,IN,1977,150113

NGRCB,IN,1978,166617

NGRCB,IN,1979,171474

NGRCB,IN,1980,161855

NGRCB,IN,1981,157874

NGRCB,IN,1982,162640

NGRCB,IN,1983,146131

NGRCB,IN,1984,152630

NGRCB,IN,1985,147422

NGRCB,IN,1986,141398

NGRCB,IN,1987,140301

NGRCB,IN,1988,155928

NGRCB,IN,1989,158446

NGRCB,IN,1990,143053

NGRCB,IN,1991,148537

NGRCB,IN,1992,154395

NGRCB,IN,1993,166075

NGRCB,IN,1994,159485

NGRCB,IN,1995,162971

NGRCB,IN,1996,181906

NGRCB,IN,1997,170987

NGRCB,IN,1998,142506

NGRCB,IN,1999,154254

NGRCB,IN,2000,165287

NGRCB,IN,2001,150897

NGRCB,IN,2002,157872

NGRCB,IN,2003,171596

NGRCB,IN,2004,149882

NGRCB,IN,2005,151334

NGRCB,IN,2006,129833

NGRCB,IN,2007,145762

NGRCB,IN,2008,154674

NGRCB,IN,2009,141866

NGRCB,IN,2010,140134

NGRCB,IN,2011,133699

NGRCB,IN,2012,116929

NGRCB,IN,2013,146575

NGRCB,IN,2014,159397

NGRCB,IN,2015,136142

NGRCB,IN,2016,129516

NGRCB,IN,2017,128855

NGRCB,IN,2018,150829

NGRCB,IN,2019,150165

NGRCB,KS,1960,76062

NGRCB,KS,1961,87291

NGRCB,KS,1962,88403

NGRCB,KS,1963,81711

NGRCB,KS,1964,85533

NGRCB,KS,1965,86359

NGRCB,KS,1966,87099

NGRCB,KS,1967,84063

NGRCB,KS,1968,88300

NGRCB,KS,1969,93188

NGRCB,KS,1970,97122

NGRCB,KS,1971,98447

NGRCB,KS,1972,100640

NGRCB,KS,1973,94993

NGRCB,KS,1974,91689

NGRCB,KS,1975,96561

NGRCB,KS,1976,99373

NGRCB,KS,1977,92827

NGRCB,KS,1978,97529

NGRCB,KS,1979,100544

NGRCB,KS,1980,84786

NGRCB,KS,1981,74153

NGRCB,KS,1982,82355

NGRCB,KS,1983,81043

NGRCB,KS,1984,78836

NGRCB,KS,1985,78342

NGRCB,KS,1986,69580

NGRCB,KS,1987,73065

NGRCB,KS,1988,75320

NGRCB,KS,1989,75372

NGRCB,KS,1990,71263

NGRCB,KS,1991,75588

NGRCB,KS,1992,70602

NGRCB,KS,1993,83805

NGRCB,KS,1994,74051

NGRCB,KS,1995,76078

NGRCB,KS,1996,85107

NGRCB,KS,1997,69571

NGRCB,KS,1998,69775

NGRCB,KS,1999,67816

NGRCB,KS,2000,71137

NGRCB,KS,2001,70498

NGRCB,KS,2002,71470

NGRCB,KS,2003,71247

NGRCB,KS,2004,65918

NGRCB,KS,2005,65853

NGRCB,KS,2006,58185

NGRCB,KS,2007,64215

NGRCB,KS,2008,72857

NGRCB,KS,2009,72465

NGRCB,KS,2010,68410

NGRCB,KS,2011,66820

NGRCB,KS,2012,51613

NGRCB,KS,2013,69254

NGRCB,KS,2014,72840

NGRCB,KS,2015,60399

NGRCB,KS,2016,55886

NGRCB,KS,2017,56299

NGRCB,KS,2018,69719

NGRCB,KS,2019,71071

NGRCB,KY,1960,65214

NGRCB,KY,1961,61004

NGRCB,KY,1962,64124

NGRCB,KY,1963,67590

NGRCB,KY,1964,68041

NGRCB,KY,1965,65889

NGRCB,KY,1966,55613

NGRCB,KY,1967,71211

NGRCB,KY,1968,77492

NGRCB,KY,1969,85659

NGRCB,KY,1970,87943

NGRCB,KY,1971,85628

NGRCB,KY,1972,87313

NGRCB,KY,1973,81741

NGRCB,KY,1974,77250

NGRCB,KY,1975,79788

NGRCB,KY,1976,97411

NGRCB,KY,1977,95684

NGRCB,KY,1978,85265

NGRCB,KY,1979,78200

NGRCB,KY,1980,74893

NGRCB,KY,1981,71516

NGRCB,KY,1982,68531

NGRCB,KY,1983,64309

NGRCB,KY,1984,68365

NGRCB,KY,1985,61891

NGRCB,KY,1986,61631

NGRCB,KY,1987,61282

NGRCB,KY,1988,66398

NGRCB,KY,1989,67626

NGRCB,KY,1990,58308

NGRCB,KY,1991,62261

NGRCB,KY,1992,65505

NGRCB,KY,1993,70123

NGRCB,KY,1994,66414

NGRCB,KY,1995,72518

NGRCB,KY,1996,73691

NGRCB,KY,1997,69354

NGRCB,KY,1998,57453

NGRCB,KY,1999,61135

NGRCB,KY,2000,67273

NGRCB,KY,2001,59070

NGRCB,KY,2002,61279

NGRCB,KY,2003,64190

NGRCB,KY,2004,58430

NGRCB,KY,2005,57755

NGRCB,KY,2006,48756

NGRCB,KY,2007,52926

NGRCB,KY,2008,56975

NGRCB,KY,2009,53712

NGRCB,KY,2010,56060

NGRCB,KY,2011,52098

NGRCB,KY,2012,44413

NGRCB,KY,2013,55545

NGRCB,KY,2014,59110

NGRCB,KY,2015,50480

NGRCB,KY,2016,46828

NGRCB,KY,2017,45244

NGRCB,KY,2018,54099

NGRCB,KY,2019,51154

NGRCB,LA,1960,57752

NGRCB,LA,1961,59146

NGRCB,LA,1962,60122

NGRCB,LA,1963,64820

NGRCB,LA,1964,74191

NGRCB,LA,1965,63612

NGRCB,LA,1966,69356

NGRCB,LA,1967,76841

NGRCB,LA,1968,78695

NGRCB,LA,1969,83961

NGRCB,LA,1970,88646

NGRCB,LA,1971,82210

NGRCB,LA,1972,84617

NGRCB,LA,1973,95359

NGRCB,LA,1974,93974

NGRCB,LA,1975,99255

NGRCB,LA,1976,98606

NGRCB,LA,1977,97666

NGRCB,LA,1978,85460

NGRCB,LA,1979,90822

NGRCB,LA,1980,75803

NGRCB,LA,1981,84373

NGRCB,LA,1982,71735

NGRCB,LA,1983,71046

NGRCB,LA,1984,72352

NGRCB,LA,1985,62996

NGRCB,LA,1986,60401

NGRCB,LA,1987,63796

NGRCB,LA,1988,62177

NGRCB,LA,1989,60155

NGRCB,LA,1990,55601

NGRCB,LA,1991,57228

NGRCB,LA,1992,57667

NGRCB,LA,1993,58649

NGRCB,LA,1994,55036

NGRCB,LA,1995,54350

NGRCB,LA,1996,59135

NGRCB,LA,1997,59818

NGRCB,LA,1998,51242

NGRCB,LA,1999,47044

NGRCB,LA,2000,52919

NGRCB,LA,2001,50174

NGRCB,LA,2002,50728

NGRCB,LA,2003,48840

NGRCB,LA,2004,44132

NGRCB,LA,2005,42972

NGRCB,LA,2006,34709

NGRCB,LA,2007,38423

NGRCB,LA,2008,38554

NGRCB,LA,2009,37562

NGRCB,LA,2010,46617

NGRCB,LA,2011,40136

NGRCB,LA,2012,32286

NGRCB,LA,2013,39491

NGRCB,LA,2014,45679

NGRCB,LA,2015,37738

NGRCB,LA,2016,32084

NGRCB,LA,2017,29680

NGRCB,LA,2018,38636

NGRCB,LA,2019,36793

NGRCB,MA,1960,46591

NGRCB,MA,1961,51364

NGRCB,MA,1962,55974

NGRCB,MA,1963,59109

NGRCB,MA,1964,62534

NGRCB,MA,1965,65695

NGRCB,MA,1966,67184

NGRCB,MA,1967,74426

NGRCB,MA,1968,75818

NGRCB,MA,1969,79392

NGRCB,MA,1970,83638

NGRCB,MA,1971,84435

NGRCB,MA,1972,87245

NGRCB,MA,1973,84942

NGRCB,MA,1974,86302

NGRCB,MA,1975,90589

NGRCB,MA,1976,95685

NGRCB,MA,1977,93880

NGRCB,MA,1978,87553

NGRCB,MA,1979,81605

NGRCB,MA,1980,95978

NGRCB,MA,1981,98286

NGRCB,MA,1982,99777

NGRCB,MA,1983,93694

NGRCB,MA,1984,99193

NGRCB,MA,1985,100139

NGRCB,MA,1986,104928

NGRCB,MA,1987,107956

NGRCB,MA,1988,111901

NGRCB,MA,1989,115745

NGRCB,MA,1990,110572

NGRCB,MA,1991,107035

NGRCB,MA,1992,124366

NGRCB,MA,1993,126147

NGRCB,MA,1994,122539

NGRCB,MA,1995,108528

NGRCB,MA,1996,117338

NGRCB,MA,1997,114486

NGRCB,MA,1998,103617

NGRCB,MA,1999,112073

NGRCB,MA,2000,119146

NGRCB,MA,2001,111474

NGRCB,MA,2002,113101

NGRCB,MA,2003,129420

NGRCB,MA,2004,115980

NGRCB,MA,2005,120356

NGRCB,MA,2006,104894

NGRCB,MA,2007,116997

NGRCB,MA,2008,134537

NGRCB,MA,2009,136952

NGRCB,MA,2010,129812

NGRCB,MA,2011,132932

NGRCB,MA,2012,119220

NGRCB,MA,2013,120685

NGRCB,MA,2014,129937

NGRCB,MA,2015,130373

NGRCB,MA,2016,115469

NGRCB,MA,2017,124802

NGRCB,MA,2018,134282

NGRCB,MA,2019,139346

NGRCB,MD,1960,47486

NGRCB,MD,1961,49610

NGRCB,MD,1962,52740

NGRCB,MD,1963,54156

NGRCB,MD,1964,56487

NGRCB,MD,1965,58101

NGRCB,MD,1966,58629

NGRCB,MD,1967,66344

NGRCB,MD,1968,67966

NGRCB,MD,1969,72603

NGRCB,MD,1970,74525

NGRCB,MD,1971,75217

NGRCB,MD,1972,76540

NGRCB,MD,1973,74376

NGRCB,MD,1974,71292

NGRCB,MD,1975,70115

NGRCB,MD,1976,74459

NGRCB,MD,1977,66208

NGRCB,MD,1978,72148

NGRCB,MD,1979,72523

NGRCB,MD,1980,69435

NGRCB,MD,1981,71406

NGRCB,MD,1982,68712

NGRCB,MD,1983,66072

NGRCB,MD,1984,74911

NGRCB,MD,1985,70730

NGRCB,MD,1986,74461

NGRCB,MD,1987,73025

NGRCB,MD,1988,77291

NGRCB,MD,1989,77519

NGRCB,MD,1990,68234

NGRCB,MD,1991,70966

NGRCB,MD,1992,77144

NGRCB,MD,1993,78985

NGRCB,MD,1994,79002

NGRCB,MD,1995,78470

NGRCB,MD,1996,88009

NGRCB,MD,1997,80118

NGRCB,MD,1998,70561

NGRCB,MD,1999,77365

NGRCB,MD,2000,86845

NGRCB,MD,2001,73338

NGRCB,MD,2002,83030

NGRCB,MD,2003,94116

NGRCB,MD,2004,89558

NGRCB,MD,2005,89880

NGRCB,MD,2006,73973

NGRCB,MD,2007,86557

NGRCB,MD,2008,84053

NGRCB,MD,2009,85667

NGRCB,MD,2010,85993

NGRCB,MD,2011,79993

NGRCB,MD,2012,73004

NGRCB,MD,2013,86953

NGRCB,MD,2014,95387

NGRCB,MD,2015,87475

NGRCB,MD,2016,79917

NGRCB,MD,2017,79376

NGRCB,MD,2018,90221

NGRCB,MD,2019,85554

NGRCB,ME,1960,0

NGRCB,ME,1961,0

NGRCB,ME,1962,0

NGRCB,ME,1963,0

NGRCB,ME,1964,0

NGRCB,ME,1965,0

NGRCB,ME,1966,346

NGRCB,ME,1967,407

NGRCB,ME,1968,367

NGRCB,ME,1969,505

NGRCB,ME,1970,531

NGRCB,ME,1971,566

NGRCB,ME,1972,611

NGRCB,ME,1973,610

NGRCB,ME,1974,624

NGRCB,ME,1975,742

NGRCB,ME,1976,813

NGRCB,ME,1977,766

NGRCB,ME,1978,783

NGRCB,ME,1979,726

NGRCB,ME,1980,568

NGRCB,ME,1981,587

NGRCB,ME,1982,600

NGRCB,ME,1983,555

NGRCB,ME,1984,557

NGRCB,ME,1985,543

NGRCB,ME,1986,559

NGRCB,ME,1987,549

NGRCB,ME,1988,583

NGRCB,ME,1989,640

NGRCB,ME,1990,651

NGRCB,ME,1991,726

NGRCB,ME,1992,884

NGRCB,ME,1993,914

NGRCB,ME,1994,906

NGRCB,ME,1995,928

NGRCB,ME,1996,982

NGRCB,ME,1997,1023

NGRCB,ME,1998,925

NGRCB,ME,1999,976

NGRCB,ME,2000,1195

NGRCB,ME,2001,1122

NGRCB,ME,2002,1099

NGRCB,ME,2003,1266

NGRCB,ME,2004,1238

NGRCB,ME,2005,1204

NGRCB,ME,2006,1038

NGRCB,ME,2007,1253

NGRCB,ME,2008,1174

NGRCB,ME,2009,1341

NGRCB,ME,2010,1282

NGRCB,ME,2011,1467

NGRCB,ME,2012,1530

NGRCB,ME,2013,1947

NGRCB,ME,2014,2434

NGRCB,ME,2015,2782

NGRCB,ME,2016,2642

NGRCB,ME,2017,2847

NGRCB,ME,2018,3192

NGRCB,ME,2019,3250

NGRCB,MI,1960,209046

NGRCB,MI,1961,225717

NGRCB,MI,1962,242690

NGRCB,MI,1963,245801

NGRCB,MI,1964,254234

NGRCB,MI,1965,274790

NGRCB,MI,1966,291715

NGRCB,MI,1967,308219

NGRCB,MI,1968,320429

NGRCB,MI,1969,338263

NGRCB,MI,1970,345133

NGRCB,MI,1971,348930

NGRCB,MI,1972,366489

NGRCB,MI,1973,353095

NGRCB,MI,1974,355312

NGRCB,MI,1975,342970

NGRCB,MI,1976,347376

NGRCB,MI,1977,305171

NGRCB,MI,1978,333735

NGRCB,MI,1979,376814

NGRCB,MI,1980,394874

NGRCB,MI,1981,371143

NGRCB,MI,1982,368906

NGRCB,MI,1983,354007

NGRCB,MI,1984,346735

NGRCB,MI,1985,348883

NGRCB,MI,1986,342885

NGRCB,MI,1987,324118

NGRCB,MI,1988,362320

NGRCB,MI,1989,379382

NGRCB,MI,1990,341919

NGRCB,MI,1991,349179

NGRCB,MI,1992,370596

NGRCB,MI,1993,382718

NGRCB,MI,1994,377458

NGRCB,MI,1995,395386

NGRCB,MI,1996,413154

NGRCB,MI,1997,395146

NGRCB,MI,1998,334743

NGRCB,MI,1999,365309

NGRCB,MI,2000,381088

NGRCB,MI,2001,354353

NGRCB,MI,2002,375477

NGRCB,MI,2003,397104

NGRCB,MI,2004,371133

NGRCB,MI,2005,363974

NGRCB,MI,2006,321453

NGRCB,MI,2007,335707

NGRCB,MI,2008,350007

NGRCB,MI,2009,334202

NGRCB,MI,2010,309303

NGRCB,MI,2011,322392

NGRCB,MI,2012,281450

NGRCB,MI,2013,341223

NGRCB,MI,2014,361293

NGRCB,MI,2015,322444

NGRCB,MI,2016,306724

NGRCB,MI,2017,312803

NGRCB,MI,2018,342460

NGRCB,MI,2019,351305

NGRCB,MN,1960,63572

NGRCB,MN,1961,69108

NGRCB,MN,1962,74408

NGRCB,MN,1963,70922

NGRCB,MN,1964,78857

NGRCB,MN,1965,86308

NGRCB,MN,1966,87255

NGRCB,MN,1967,89732

NGRCB,MN,1968,91314

NGRCB,MN,1969,96536

NGRCB,MN,1970,101968

NGRCB,MN,1971,102530

NGRCB,MN,1972,107425

NGRCB,MN,1973,102646

NGRCB,MN,1974,113216

NGRCB,MN,1975,114673

NGRCB,MN,1976,105669

NGRCB,MN,1977,100227

NGRCB,MN,1978,106511

NGRCB,MN,1979,111812

NGRCB,MN,1980,103086

NGRCB,MN,1981,95477

NGRCB,MN,1982,108207

NGRCB,MN,1983,99874

NGRCB,MN,1984,102218

NGRCB,MN,1985,107075

NGRCB,MN,1986,103200

NGRCB,MN,1987,89855

NGRCB,MN,1988,110444

NGRCB,MN,1989,117593

NGRCB,MN,1990,107372

NGRCB,MN,1991,118548

NGRCB,MN,1992,114804

NGRCB,MN,1993,124754

NGRCB,MN,1994,123590

NGRCB,MN,1995,130416

NGRCB,MN,1996,144898

NGRCB,MN,1997,131205

NGRCB,MN,1998,112520

NGRCB,MN,1999,121204

NGRCB,MN,2000,131740

NGRCB,MN,2001,126349

NGRCB,MN,2002,136168

NGRCB,MN,2003,139082

NGRCB,MN,2004,133826

NGRCB,MN,2005,130201

NGRCB,MN,2006,119109

NGRCB,MN,2007,131429

NGRCB,MN,2008,142782

NGRCB,MN,2009,137340

NGRCB,MN,2010,124219

NGRCB,MN,2011,126425

NGRCB,MN,2012,111168

NGRCB,MN,2013,143059

NGRCB,MN,2014,151404

NGRCB,MN,2015,122089

NGRCB,MN,2016,121709

NGRCB,MN,2017,127705

NGRCB,MN,2018,147880

NGRCB,MN,2019,151838

NGRCB,MO,1960,115001

NGRCB,MO,1961,119037

NGRCB,MO,1962,123526

NGRCB,MO,1963,122816

NGRCB,MO,1964,126458

NGRCB,MO,1965,132133

NGRCB,MO,1966,131803

NGRCB,MO,1967,135755

NGRCB,MO,1968,141539

NGRCB,MO,1969,154814

NGRCB,MO,1970,157667

NGRCB,MO,1971,154458

NGRCB,MO,1972,162078

NGRCB,MO,1973,153138

NGRCB,MO,1974,154267

NGRCB,MO,1975,156454

NGRCB,MO,1976,161012

NGRCB,MO,1977,154724

NGRCB,MO,1978,160007

NGRCB,MO,1979,157939

NGRCB,MO,1980,145687

NGRCB,MO,1981,130595

NGRCB,MO,1982,138424

NGRCB,MO,1983,130067

NGRCB,MO,1984,132928

NGRCB,MO,1985,130319

NGRCB,MO,1986,121907

NGRCB,MO,1987,117342

NGRCB,MO,1988,129097

NGRCB,MO,1989,130170

NGRCB,MO,1990,117213

NGRCB,MO,1991,121731

NGRCB,MO,1992,116875

NGRCB,MO,1993,134693

NGRCB,MO,1994,123305

NGRCB,MO,1995,125980

NGRCB,MO,1996,138724

NGRCB,MO,1997,128885

NGRCB,MO,1998,111956

NGRCB,MO,1999,113496

NGRCB,MO,2000,117211

NGRCB,MO,2001,116917

NGRCB,MO,2002,115601

NGRCB,MO,2003,116126

NGRCB,MO,2004,111908

NGRCB,MO,2005,108971

NGRCB,MO,2006,97343

NGRCB,MO,2007,103577

NGRCB,MO,2008,114748

NGRCB,MO,2009,106904

NGRCB,MO,2010,107960

NGRCB,MO,2011,103380

NGRCB,MO,2012,83790

NGRCB,MO,2013,107949

NGRCB,MO,2014,117054

NGRCB,MO,2015,96343

NGRCB,MO,2016,89275

NGRCB,MO,2017,87347

NGRCB,MO,2018,116461

NGRCB,MO,2019,112843

NGRCB,MS,1960,24870

NGRCB,MS,1961,23656

NGRCB,MS,1962,24682

NGRCB,MS,1963,25370

NGRCB,MS,1964,27740

NGRCB,MS,1965,24811

NGRCB,MS,1966,30395

NGRCB,MS,1967,26746

NGRCB,MS,1968,30235

NGRCB,MS,1969,30959

NGRCB,MS,1970,37558

NGRCB,MS,1971,41201

NGRCB,MS,1972,40074

NGRCB,MS,1973,32109

NGRCB,MS,1974,29518

NGRCB,MS,1975,30176

NGRCB,MS,1976,27232

NGRCB,MS,1977,26630

NGRCB,MS,1978,31131

NGRCB,MS,1979,38077

NGRCB,MS,1980,30494

NGRCB,MS,1981,29145

NGRCB,MS,1982,28360

NGRCB,MS,1983,28281

NGRCB,MS,1984,29649

NGRCB,MS,1985,26346

NGRCB,MS,1986,25821

NGRCB,MS,1987,27012

NGRCB,MS,1988,27301

NGRCB,MS,1989,27084

NGRCB,MS,1990,25863

NGRCB,MS,1991,26537

NGRCB,MS,1992,27883

NGRCB,MS,1993,29002

NGRCB,MS,1994,27925

NGRCB,MS,1995,27529

NGRCB,MS,1996,31042

NGRCB,MS,1997,28617

NGRCB,MS,1998,26139

NGRCB,MS,1999,25589

NGRCB,MS,2000,28198

NGRCB,MS,2001,28533

NGRCB,MS,2002,27410

NGRCB,MS,2003,27547

NGRCB,MS,2004,24827

NGRCB,MS,2005,25164

NGRCB,MS,2006,22005

NGRCB,MS,2007,22872

NGRCB,MS,2008,24497

NGRCB,MS,2009,23958

NGRCB,MS,2010,27683

NGRCB,MS,2011,24704

NGRCB,MS,2012,19876

NGRCB,MS,2013,25503

NGRCB,MS,2014,29052

NGRCB,MS,2015,23846

NGRCB,MS,2016,20734

NGRCB,MS,2017,19094

NGRCB,MS,2018,25056

NGRCB,MS,2019,22736

NGRCB,MT,1960,17510

NGRCB,MT,1961,17781

NGRCB,MT,1962,17773

